goal	rule	score
twoBorderTrip(Region, angola)	twoBorderTrip(X, Z) :- sharesBorder(X, Y), sharesBorder(Y, Z)	1
borders(V, C)	borders(bolivia, paraguay)	1
borders(O, C)	borders(central_african_republic, sudan)	1
borders(Region, C)	borders(central_african_republic, congo)	1
borders(O, myanmar)	borders(india, myanmar)	1
officialLanguage(Y, english)	officialLanguage(zimbabwe, english)	1
borders(Region, norway)	borders(russia, norway)	1
locatedIn(O, europe)	locatedIn(latvia, europe)	1
officialLanguage(City, arabic)	officialLanguage(djibouti, arabic)	1
borders(V, C)	borders(bulgaria, turkey)	1
locatedIn(W, africa)	locatedIn(togo, africa)	1
sharesBorder(C, united_arab_emirates)	sharesBorder(X, Y) :- borders(X, Y)	1
officialLanguage(burundi, kirundi)	officialLanguage(burundi, kirundi)	1
borders(china, Continent)	borders(china, pakistan)	1
borders(City, C)	borders(montenegro, croatia)	1
sharesBorder(C, namibia)	sharesBorder(X, Y) :- borders(X, Y)	1
sharesBorder(Region, ukraine)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(argentina, Org)	borders(argentina, bolivia)	1
currencyOf(L, russian_ruble)	currencyOf(russia, russian_ruble)	1
locatedIn(C, europe)	locatedIn(moldova, europe)	1
borders(L, niger)	borders(mali, niger)	1
officialLanguage(W, french)	officialLanguage(madagascar, french)	1
borders(V, C)	borders(algeria, tunisia)	1
borders(C, Continent)	borders(kenya, somalia)	1
borders(C, Z)	borders(senegal, guinea)	1
borders(france, Org)	borders(france, belgium)	1
officialLanguage(L, english)	officialLanguage(australia, english)	1
borders(C, L)	borders(tajikistan, uzbekistan)	1
officialLanguage(colombia, spanish)	officialLanguage(colombia, spanish)	1
officialLanguage(Z, arabic)	officialLanguage(mauritania, arabic)	1
sharesBorder(Org, liberia)	sharesBorder(X, Y) :- borders(Y, X)	1
sharesBorder(sudan, O)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(albania, O)	borders(albania, greece)	1
borders(burkina_faso, City)	borders(burkina_faso, cote_divoire)	1
officialLanguage(Org, english)	officialLanguage(antigua_and_barbuda, english)	1
borders(Country, mali)	borders(cote_divoire, mali)	1
locatedIn(C, X)	locatedIn(samoa, oceania)	1
sharesBorder(guatemala, C)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(O, israel)	borders(palestine, israel)	1
borders(cameroon, V)	borders(cameroon, gabon)	1
borders(O, C)	borders(south_africa, namibia)	1
borders(City, libya)	borders(egypt, libya)	1
borders(uganda, C)	borders(uganda, south_sudan)	1
borders(kazakhstan, Z)	borders(kazakhstan, kyrgyzstan)	1
borders(Country, eritrea)	borders(ethiopia, eritrea)	1
sharesBorder(myanmar, laos)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(C, O)	borders(ukraine, poland)	1
cityIn(Region, jamaica)	cityIn(mandeville, jamaica)	1
borders(zimbabwe, City)	borders(zimbabwe, zambia)	1
borders(C, Region)	borders(czechia, austria)	1
borders(C, W)	borders(brazil, guyana)	1
borders(W, C)	borders(guinea, liberia)	1
borders(C, V)	borders(russia, poland)	1
borders(Continent, turkey)	borders(armenia, turkey)	1
borders(Country, kosovo)	borders(north_macedonia, kosovo)	1
borders(O, C)	borders(armenia, georgia)	1
sharesBorder(myanmar, bangladesh)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(Y, guinea_bissau)	borders(senegal, guinea_bissau)	1
sharesBorder(Neighbor, eritrea)	sharesBorder(X, Y) :- borders(X, Y)	1
locatedIn(Continent, europe)	locatedIn(russia, europe)	1
sharesBorder(Region, mozambique)	sharesBorder(X, Y) :- borders(X, Y)	1
locatedIn(Y, C)	locatedIn(singapore, asia)	1
twoBorderTrip(City, uganda)	twoBorderTrip(X, Z) :- sharesBorder(X, Y), sharesBorder(Y, Z)	1
borders(O, C)	borders(montenegro, croatia)	1
borders(City, uzbekistan)	borders(turkmenistan, uzbekistan)	1
officialLanguage(Y, C)	officialLanguage(paraguay, spanish)	1
borders(C, uganda)	borders(kenya, uganda)	1
borders(V, belize)	borders(mexico, belize)	1
borders(Continent, C)	borders(colombia, peru)	1
locatedIn(V, africa)	locatedIn(tanzania, africa)	1
borders(L, C)	borders(nigeria, benin)	1
borders(russia, Country)	borders(russia, norway)	1
borders(C, L)	borders(cambodia, laos)	1
capitalOf(C, City)	capitalOf(venezuela, caracas)	1
officialLanguage(singapore, mandarin)	officialLanguage(singapore, mandarin)	1
borders(Z, sudan)	borders(eritrea, sudan)	1
memberOf(C, Continent)	memberOf(spain, g20)	1
officialLanguage(W, portuguese)	officialLanguage(mozambique, portuguese)	1
locatedIn(W, Org)	locatedIn(belgium, europe)	1
borders(L, C)	borders(laos, vietnam)	1
locatedIn(C, oceania)	locatedIn(solomon_islands, oceania)	1
locatedIn(L, europe)	locatedIn(serbia, europe)	1
borders(C, L)	borders(syria, israel)	1
borders(Country, C)	borders(nigeria, niger)	1
sharesBorder(uzbekistan, Neighbor)	sharesBorder(X, Y) :- borders(X, Y)	1
sharesBorder(andorra, spain)	sharesBorder(X, Y) :- borders(X, Y)	1
sharesBorder(Country, romania)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(City, namibia)	borders(botswana, namibia)	1
borders(L, C)	borders(liechtenstein, switzerland)	1
borders(L, C)	borders(tanzania, mozambique)	1
sharesBorder(Org, syria)	sharesBorder(X, Y) :- borders(X, Y)	1
memberOf(C, Continent)	memberOf(italy, nato)	1
officialLanguage(Y, portuguese)	officialLanguage(cape_verde, portuguese)	1
borders(Org, kyrgyzstan)	borders(kazakhstan, kyrgyzstan)	1
borders(C, L)	borders(iran, pakistan)	1
officialLanguage(W, C)	officialLanguage(andorra, catalan)	1
locatedIn(Continent, south_america)	locatedIn(ecuador, south_america)	1
cityIn(Region, saudi_arabia)	cityIn(riyadh, saudi_arabia)	1
sharesBorder(Continent, turkmenistan)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(C, Continent)	borders(thailand, malaysia)	1
memberOf(City, C)	memberOf(mexico, g20)	1
sharesBorder(Y, namibia)	sharesBorder(X, Y) :- borders(X, Y)	1
cityIn(Region, panama)	cityIn(colon, panama)	1
borders(Region, france)	borders(spain, france)	1
locatedIn(City, C)	locatedIn(chile, south_america)	1
borders(Y, georgia)	borders(azerbaijan, georgia)	1
borders(lithuania, O)	borders(lithuania, belarus)	1
borders(C, O)	borders(denmark, germany)	1
borders(uganda, City)	borders(uganda, south_sudan)	1
locatedIn(C, africa)	locatedIn(mauritania, africa)	1
borders(City, C)	borders(zimbabwe, mozambique)	1
officialLanguage(L, italian)	officialLanguage(switzerland, italian)	1
borders(Z, C)	borders(brazil, paraguay)	1
borders(C, O)	borders(ethiopia, djibouti)	1
officialLanguage(Region, C)	officialLanguage(serbia, serbian)	1
currencyOf(City, ngultrum)	currencyOf(bhutan, ngultrum)	1
borders(C, Y)	borders(azerbaijan, russia)	1
twoBorderTrip(Continent, azerbaijan)	twoBorderTrip(X, Z) :- sharesBorder(X, Y), sharesBorder(Y, Z)	1
borders(C, Country)	borders(malawi, mozambique)	1
officialLanguage(Y, portuguese)	officialLanguage(brazil, portuguese)	1
officialLanguage(Org, C)	officialLanguage(botswana, english)	1
memberOf(C, Continent)	memberOf(south_africa, brics)	1
borders(kazakhstan, Continent)	borders(kazakhstan, kyrgyzstan)	1
borders(hungary, Country)	borders(hungary, slovakia)	1
sharesBorder(Region, saudi_arabia)	sharesBorder(X, Y) :- borders(Y, X)	1
officialLanguage(C, City)	officialLanguage(south_africa, afrikaans)	1
officialLanguage(L, english)	officialLanguage(singapore, english)	1
borders(france, City)	borders(france, italy)	1
locatedIn(L, europe)	locatedIn(belarus, europe)	1
locatedIn(X, africa)	locatedIn(gambia, africa)	1
sharesBorder(mozambique, zambia)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(china, L)	borders(china, kazakhstan)	1
memberOf(C, City)	memberOf(canada, nato)	1
memberOf(C, City)	memberOf(saudi_arabia, brics)	1
borders(Country, C)	borders(india, nepal)	1
borders(Region, niger)	borders(nigeria, niger)	1
borders(C, O)	borders(senegal, guinea_bissau)	1
borders(C, City)	borders(luxembourg, belgium)	1
borders(Z, switzerland)	borders(liechtenstein, switzerland)	1
borders(L, serbia)	borders(kosovo, serbia)	1
cityIn(C, City)	cityIn(basra, iraq)	1
currencyOf(L, boliviano)	currencyOf(bolivia, boliviano)	1
locatedIn(W, oceania)	locatedIn(micronesia, oceania)	1
locatedIn(City, C)	locatedIn(haiti, north_america)	1
borders(nigeria, V)	borders(nigeria, cameroon)	1
borders(Region, austria)	borders(czechia, austria)	1
borders(City, C)	borders(serbia, hungary)	1
borders(Region, C)	borders(kyrgyzstan, uzbekistan)	1
locatedIn(O, asia)	locatedIn(timor_leste, asia)	1
borders(C, L)	borders(san_marino, italy)	1
officialLanguage(C, City)	officialLanguage(nigeria, english)	1
borders(C, W)	borders(cote_divoire, mali)	1
locatedIn(X, europe)	locatedIn(slovakia, europe)	1
borders(nigeria, City)	borders(nigeria, benin)	1
locatedIn(W, Org)	locatedIn(slovakia, europe)	1
officialLanguage(Org, english)	officialLanguage(australia, english)	1
borders(C, V)	borders(romania, bulgaria)	1
twoBorderTrip(Region, italy)	twoBorderTrip(X, Z) :- sharesBorder(X, Y), sharesBorder(Y, Z)	1
borders(argentina, Continent)	borders(argentina, uruguay)	1
sharesBorder(C, congo)	sharesBorder(X, Y) :- borders(Y, X)	1
locatedIn(Z, C)	locatedIn(el_salvador, north_america)	1
borders(lithuania, City)	borders(lithuania, belarus)	1
capitalOf(C, City)	capitalOf(hungary, budapest)	1
borders(Neighbor, russia)	borders(azerbaijan, russia)	1
borders(C, O)	borders(brazil, paraguay)	1
locatedIn(W, europe)	locatedIn(austria, europe)	1
locatedIn(R, africa)	locatedIn(chad, africa)	1
borders(Region, afghanistan)	borders(china, afghanistan)	1
borders(C, Region)	borders(kenya, tanzania)	1
borders(nigeria, Country)	borders(nigeria, niger)	1
borders(C, Z)	borders(thailand, malaysia)	1
borders(ethiopia, V)	borders(ethiopia, somalia)	1
memberOf(City, C)	memberOf(canada, usmca)	1
borders(C, O)	borders(ethiopia, south_sudan)	1
sharesBorder(sudan, Neighbor)	sharesBorder(X, Y) :- borders(Y, X)	1
sharesBorder(hungary, croatia)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(Country, rwanda)	borders(tanzania, rwanda)	1
twoBorderTrip(C, denmark)	twoBorderTrip(X, Z) :- sharesBorder(X, Y), sharesBorder(Y, Z)	1
memberOf(south_korea, Continent)	memberOf(south_korea, g20)	1
borders(Region, C)	borders(liberia, sierra_leone)	1
borders(C, V)	borders(ethiopia, eritrea)	1
borders(Z, C)	borders(hungary, slovakia)	1
sharesBorder(angola, zambia)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(burkina_faso, Z)	borders(burkina_faso, togo)	1
twoBorderTrip(C, ethiopia)	twoBorderTrip(X, Z) :- sharesBorder(X, Y), sharesBorder(Y, Z)	1
borders(turkey, greece)	borders(turkey, greece)	1
locatedIn(C, X)	locatedIn(nicaragua, north_america)	1
cityIn(Region, dr_congo)	cityIn(kinshasa, dr_congo)	1
currencyOf(City, euro)	currencyOf(andorra, euro)	1
locatedIn(City, C)	locatedIn(montenegro, europe)	1
borders(City, slovakia)	borders(hungary, slovakia)	1
sharesBorder(zimbabwe, C)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(C, R)	borders(saudi_arabia, iraq)	1
borders(V, italy)	borders(france, italy)	1
borders(C, City)	borders(hungary, romania)	1
borders(C, zambia)	borders(tanzania, zambia)	1
borders(Continent, C)	borders(china, myanmar)	1
locatedIn(C, X)	locatedIn(burundi, africa)	1
borders(C, dr_congo)	borders(burundi, dr_congo)	1
borders(ukraine, L)	borders(ukraine, poland)	1
officialLanguage(City, arabic)	officialLanguage(bahrain, arabic)	1
borders(Region, C)	borders(peru, ecuador)	1
borders(botswana, L)	borders(botswana, namibia)	1
borders(C, Y)	borders(eswatini, mozambique)	1
borders(Z, C)	borders(north_macedonia, kosovo)	1
locatedIn(belgium, L)	locatedIn(belgium, europe)	1
officialLanguage(City, french)	officialLanguage(belgium, french)	1
borders(O, C)	borders(serbia, hungary)	1
sharesBorder(dr_congo, tanzania)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(C, Y)	borders(kenya, south_sudan)	1
borders(C, City)	borders(bolivia, paraguay)	1
cityIn(Region, russia)	cityIn(st_petersburg, russia)	1
borders(C, L)	borders(papua_new_guinea, indonesia)	1
locatedIn(C, X)	locatedIn(argentina, south_america)	1
memberOf(C, Continent)	memberOf(south_korea, g20)	1
cityIn(Region, solomon_islands)	cityIn(honiara, solomon_islands)	1
borders(Org, croatia)	borders(serbia, croatia)	1
borders(C, L)	borders(china, tajikistan)	1
locatedIn(W, europe)	locatedIn(lithuania, europe)	1
capitalOf(equatorial_guinea, V)	capitalOf(equatorial_guinea, malabo)	1
borders(C, City)	borders(bulgaria, turkey)	1
borders(mali, Country)	borders(mali, mauritania)	1
borders(C, Region)	borders(tanzania, rwanda)	1
officialLanguage(R, C)	officialLanguage(netherlands, dutch)	1
borders(C, united_arab_emirates)	borders(saudi_arabia, united_arab_emirates)	1
borders(C, Continent)	borders(china, laos)	1
sharesBorder(slovakia, R)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(egypt, Region)	borders(egypt, israel)	1
locatedIn(W, africa)	locatedIn(angola, africa)	1
borders(L, C)	borders(turkmenistan, uzbekistan)	1
borders(Region, C)	borders(cote_divoire, guinea)	1
borders(C, City)	borders(tanzania, burundi)	1
borders(V, C)	borders(slovenia, croatia)	1
sharesBorder(libya, Y)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(R, C)	borders(central_african_republic, chad)	1
borders(W, C)	borders(angola, dr_congo)	1
sharesBorder(iraq, Y)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(Region, ukraine)	borders(russia, ukraine)	1
borders(china, L)	borders(china, vietnam)	1
borders(china, Continent)	borders(china, laos)	1
cityIn(C, City)	cityIn(georgetown, guyana)	1
borders(Region, france)	borders(monaco, france)	1
borders(C, City)	borders(zimbabwe, zambia)	1
borders(Z, eritrea)	borders(djibouti, eritrea)	1
locatedIn(C, europe)	locatedIn(iceland, europe)	1
capitalOf(C, City)	capitalOf(morocco, rabat)	1
borders(Country, croatia)	borders(slovenia, croatia)	1
borders(C, Y)	borders(brazil, argentina)	1
borders(R, C)	borders(palestine, israel)	1
cityIn(C, City)	cityIn(amman, jordan)	1
borders(C, V)	borders(eswatini, mozambique)	1
borders(C, Y)	borders(rwanda, burundi)	1
borders(Country, rwanda)	borders(uganda, rwanda)	1
borders(Region, C)	borders(cameroon, equatorial_guinea)	1
borders(Country, togo)	borders(burkina_faso, togo)	1
borders(C, City)	borders(uzbekistan, afghanistan)	1
currencyOf(City, metical)	currencyOf(mozambique, metical)	1
locatedIn(Y, C)	locatedIn(guinea_bissau, africa)	1
twoBorderTrip(C, bangladesh)	twoBorderTrip(X, Z) :- sharesBorder(X, Y), sharesBorder(Y, Z)	1
borders(C, Y)	borders(laos, thailand)	1
borders(Z, spain)	borders(andorra, spain)	1
borders(cambodia, C)	borders(cambodia, thailand)	1
twoBorderTrip(Continent, latvia)	twoBorderTrip(X, Z) :- sharesBorder(X, Y), sharesBorder(Y, Z)	1
borders(Continent, C)	borders(senegal, guinea)	1
borders(Region, C)	borders(benin, niger)	1
borders(L, C)	borders(sweden, finland)	1
borders(slovakia, Z)	borders(slovakia, poland)	1
borders(tanzania, V)	borders(tanzania, burundi)	1
borders(City, south_sudan)	borders(central_african_republic, south_sudan)	1
locatedIn(C, X)	locatedIn(honduras, north_america)	1
memberOf(C, R)	memberOf(united_states, g20)	1
locatedIn(L, africa)	locatedIn(kenya, africa)	1
borders(nigeria, Continent)	borders(nigeria, benin)	1
borders(argentina, R)	borders(argentina, uruguay)	1
sharesBorder(austria, Neighbor)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(brazil, Continent)	borders(brazil, peru)	1
sharesBorder(montenegro, C)	sharesBorder(X, Y) :- borders(X, Y)	1
officialLanguage(City, C)	officialLanguage(south_sudan, english)	1
borders(guinea, City)	borders(guinea, guinea_bissau)	1
borders(C, Z)	borders(united_states, mexico)	1
locatedIn(W, Org)	locatedIn(palau, oceania)	1
currencyOf(Neighbor, C)	currencyOf(saint_lucia, eastern_caribbean_dollar)	1
borders(lebanon, israel)	borders(lebanon, israel)	1
officialLanguage(Country, arabic)	officialLanguage(saudi_arabia, arabic)	1
borders(kenya, Continent)	borders(kenya, somalia)	1
locatedIn(X, europe)	locatedIn(kosovo, europe)	1
borders(O, C)	borders(zimbabwe, mozambique)	1
currencyOf(C, dong)	currencyOf(vietnam, dong)	1
borders(colombia, O)	borders(colombia, ecuador)	1
borders(C, thailand)	borders(laos, thailand)	1
borders(china, Org)	borders(china, afghanistan)	1
borders(City, russia)	borders(latvia, russia)	1
officialLanguage(City, C)	officialLanguage(china, chinese)	1
borders(C, Region)	borders(uganda, rwanda)	1
borders(ghana, cote_divoire)	borders(ghana, cote_divoire)	1
locatedIn(Continent, middle_east)	locatedIn(saudi_arabia, middle_east)	1
sharesBorder(latvia, C)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(O, C)	borders(china, laos)	1
borders(C, V)	borders(rwanda, burundi)	1
officialLanguage(Y, arabic)	officialLanguage(united_arab_emirates, arabic)	1
memberOf(C, Continent)	memberOf(kuwait, gcc)	1
officialLanguage(Y, polish)	officialLanguage(poland, polish)	1
officialLanguage(Org, french)	officialLanguage(gabon, french)	1
borders(City, C)	borders(mexico, belize)	1
borders(W, C)	borders(burkina_faso, mali)	1
sharesBorder(C, namibia)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(chile, Continent)	borders(chile, peru)	1
memberOf(C, Continent)	memberOf(denmark, g20)	1
borders(L, C)	borders(china, myanmar)	1
borders(Z, guinea_bissau)	borders(senegal, guinea_bissau)	1
borders(zimbabwe, Country)	borders(zimbabwe, mozambique)	1
officialLanguage(W, C)	officialLanguage(romania, romanian)	1
borders(croatia, City)	borders(croatia, hungary)	1
borders(Continent, italy)	borders(san_marino, italy)	1
borders(angola, V)	borders(angola, dr_congo)	1
locatedIn(C, X)	locatedIn(gabon, africa)	1
borders(mali, Org)	borders(mali, algeria)	1
officialLanguage(R, arabic)	officialLanguage(iraq, arabic)	1
borders(C, Country)	borders(south_africa, zimbabwe)	1
locatedIn(Continent, europe)	locatedIn(andorra, europe)	1
sharesBorder(O, slovakia)	sharesBorder(X, Y) :- borders(X, Y)	1
capitalOf(united_states, V)	capitalOf(united_states, washington_dc)	1
locatedIn(L, africa)	locatedIn(uganda, africa)	1
borders(C, O)	borders(iraq, jordan)	1
borders(Country, bolivia)	borders(brazil, bolivia)	1
borders(india, Z)	borders(india, china)	1
sharesBorder(Region, mongolia)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(Org, botswana)	borders(zimbabwe, botswana)	1
officialLanguage(City, C)	officialLanguage(mozambique, portuguese)	1
borders(lithuania, Z)	borders(lithuania, russia)	1
borders(ethiopia, Z)	borders(ethiopia, djibouti)	1
borders(Country, C)	borders(tajikistan, uzbekistan)	1
borders(Z, C)	borders(libya, tunisia)	1
borders(syria, Continent)	borders(syria, jordan)	1
locatedIn(L, asia)	locatedIn(china, asia)	1
borders(V, honduras)	borders(guatemala, honduras)	1
borders(senegal, Z)	borders(senegal, guinea_bissau)	1
locatedIn(C, Org)	locatedIn(uganda, africa)	1
borders(C, sierra_leone)	borders(liberia, sierra_leone)	1
borders(W, C)	borders(senegal, mauritania)	1
locatedIn(C, Org)	locatedIn(finland, europe)	1
borders(L, C)	borders(honduras, el_salvador)	1
borders(C, City)	borders(cameroon, central_african_republic)	1
borders(brazil, Continent)	borders(brazil, paraguay)	1
borders(Z, mauritania)	borders(mali, mauritania)	1
borders(C, W)	borders(namibia, zambia)	1
locatedIn(O, C)	locatedIn(maldives, asia)	1
borders(W, C)	borders(india, myanmar)	1
borders(W, C)	borders(timor_leste, indonesia)	1
borders(C, O)	borders(lebanon, israel)	1
borders(C, turkmenistan)	borders(kazakhstan, turkmenistan)	1
borders(Continent, iran)	borders(turkmenistan, iran)	1
officialLanguage(W, malay)	officialLanguage(brunei, malay)	1
borders(czechia, V)	borders(czechia, slovakia)	1
borders(L, thailand)	borders(laos, thailand)	1
locatedIn(C, City)	locatedIn(chad, africa)	1
borders(Y, hungary)	borders(croatia, hungary)	1
borders(City, gabon)	borders(cameroon, gabon)	1
officialLanguage(Org, C)	officialLanguage(bosnia_and_herzegovina, croatian)	1
officialLanguage(W, arabic)	officialLanguage(somalia, arabic)	1
borders(moldova, Z)	borders(moldova, ukraine)	1
cityIn(Region, guinea)	cityIn(conakry, guinea)	1
borders(City, ukraine)	borders(belarus, ukraine)	1
borders(C, V)	borders(senegal, mali)	1
officialLanguage(L, english)	officialLanguage(botswana, english)	1
currencyOf(C, omani_rial)	currencyOf(oman, omani_rial)	1
borders(C, Continent)	borders(uganda, south_sudan)	1
borders(Continent, C)	borders(united_states, mexico)	1
borders(O, suriname)	borders(brazil, suriname)	1
locatedIn(Z, C)	locatedIn(somalia, africa)	1
locatedIn(City, C)	locatedIn(senegal, africa)	1
cityIn(Org, colombia)	cityIn(medellin, colombia)	1
borders(kazakhstan, Continent)	borders(kazakhstan, uzbekistan)	1
borders(argentina, Country)	borders(argentina, bolivia)	1
locatedIn(W, africa)	locatedIn(liberia, africa)	1
sharesBorder(Country, croatia)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(Y, togo)	borders(burkina_faso, togo)	1
borders(C, Z)	borders(lithuania, russia)	1
memberOf(City, C)	memberOf(argentina, g20)	1
borders(Country, C)	borders(cambodia, laos)	1
capitalOf(nauru, V)	capitalOf(nauru, yaren)	1
borders(C, Z)	borders(angola, dr_congo)	1
officialLanguage(R, portuguese)	officialLanguage(timor_leste, portuguese)	1
borders(C, Y)	borders(vatican_city, italy)	1
locatedIn(Country, C)	locatedIn(bulgaria, europe)	1
officialLanguage(City, C)	officialLanguage(lesotho, english)	1
twoBorderTrip(Continent, norway)	twoBorderTrip(X, Z) :- sharesBorder(X, Y), sharesBorder(Y, Z)	1
borders(Country, C)	borders(syria, israel)	1
memberOf(brazil, Continent)	memberOf(brazil, brics)	1
borders(nigeria, L)	borders(nigeria, niger)	1
currencyOf(X, C)	currencyOf(germany, euro)	1
borders(honduras, Country)	borders(honduras, el_salvador)	1
borders(C, L)	borders(cambodia, thailand)	1
currencyOf(City, cfa_franc)	currencyOf(togo, cfa_franc)	1
memberOf(Country, aukus)	memberOf(united_states, aukus)	1
officialLanguage(Y, filipino)	officialLanguage(philippines, filipino)	1
borders(cameroon, chad)	borders(cameroon, chad)	1
threeBorderTrip(Z, germany)	threeBorderTrip(X, W) :- twoBorderTrip(X, Y), sharesBorder(Y, W)	1
officialLanguage(Z, english)	officialLanguage(united_kingdom, english)	1
locatedIn(Country, C)	locatedIn(spain, europe)	1
locatedIn(Continent, asia)	locatedIn(laos, asia)	1
officialLanguage(City, french)	officialLanguage(dr_congo, french)	1
locatedIn(W, africa)	locatedIn(sierra_leone, africa)	1
borders(Org, burundi)	borders(tanzania, burundi)	1
sharesBorder(angola, V)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(C, Continent)	borders(iran, pakistan)	1
borders(C, O)	borders(russia, poland)	1
borders(zimbabwe, Neighbor)	borders(zimbabwe, zambia)	1
memberOf(saudi_arabia, Continent)	memberOf(saudi_arabia, gcc)	1
borders(armenia, Y)	borders(armenia, georgia)	1
borders(georgia, Org)	borders(georgia, turkey)	1
capitalOf(C, City)	capitalOf(gabon, libreville)	1
borders(V, C)	borders(kazakhstan, kyrgyzstan)	1
memberOf(egypt, Continent)	memberOf(egypt, brics)	1
borders(Org, tanzania)	borders(uganda, tanzania)	1
borders(C, W)	borders(luxembourg, belgium)	1
locatedIn(L, africa)	locatedIn(nigeria, africa)	1
borders(V, uzbekistan)	borders(kazakhstan, uzbekistan)	1
borders(Z, kosovo)	borders(north_macedonia, kosovo)	1
